0	0	3.999867	7
0.052632	0	3.495154	7
0.105263	0	2.490485	7
0.157895	0	2	7
0.210526	0	2.518808	8
0.263158	0	3.52321	8
0.315789	0	3.999336	8
0.368421	0	3.466571	8
0.421053	0	2.462703	8
0.473684	0	2.001063	8
0.526316	0	2.547642	18
0.578947	0	3.550709	18
0.631579	0	3.997742	18
0.684211	0	3.437493	18
0.736842	0	2.435493	18
0.789474	0	2.003187	18
0.842105	0	2.576957	17
0.894737	0	3.577624	17
0.947368	0	3.995087	17
1	0	3.407949	17
0	0.052632	4.052474	7
0.052632	0.052632	3.547761	7
0.105263	0.052632	2.543092	7
0.157895	0.052632	2.052607	7
0.210526	0.052632	2.571415	8
0.263158	0.052632	3.575817	8
0.315789	0.052632	4.051943	8
0.368421	0.052632	3.519179	8
0.421053	0.052632	2.515311	8
0.473684	0.052632	2.05367	8
0.526316	0.052632	2.600249	18
0.578947	0.052632	3.603317	18
0.631579	0.052632	4.050349	18
0.684211	0.052632	3.4901	18
0.736842	0.052632	2.4881	18
0.789474	0.052632	2.055795	18
0.842105	0.052632	2.629564	17
0.894737	0.052632	3.630231	17
0.947368	0.052632	4.047695	17
1	0.052632	3.460556	17
0	0.105263	4.104936	7
0.052632	0.105263	3.600223	7
0.105263	0.105263	2.595554	7
0.157895	0.105263	2.105069	7
0.210526	0.105263	2.623877	8
0.263158	0.105263	3.628279	8
0.315789	0.105263	4.104405	8
0.368421	0.105263	3.57164	8
0.421053	0.105263	2.567772	8
0.473684	0.105263	2.106132	8
0.526316	0.105263	2.652711	18
0.578947	0.105263	3.655778	18
0.631579	0.105263	4.102811	18
0.684211	0.105263	3.542562	18
0.736842	0.105263	2.540562	18
0.789474	0.105263	2.108256	18
0.842105	0.105263	2.682026	17
0.894737	0.105263	3.682692	17
0.947368	0.105263	4.100156	17
1	0.105263	3.513018	17
0	0.157895	4.157107	7
0.052632	0.157895	3.652393	7
0.105263	0.157895	2.647724	7
0.157895	0.157895	2.157239	7
0.210526	0.157895	2.676047	9
