0	0	1	14
0.043478	0	1	14
0.086957	0	0.01	14
0.130435	0	0.01	15
0.173913	0	0.01	15
0.217391	0	0.01	15
0.26087	0	0.01	15
0.304348	0	0.01	15
0.347826	0	0.01	10
0.391304	0	0.01	10
0.434783	0	0.01	10
0.478261	0	0.01	10
0.521739	0	0.01	10
0.565217	0	0.01	10
0.608696	0	0.01	10
0.652174	0	0.01	10
0.695652	0	0.01	10
0.73913	0	0.01	10
0.782609	0	0.01	10
0.826087	0	0.01	11
0.869565	0	0.01	11
0.913043	0	0.01	11
0.956522	0	0.01	11
1	0	0.01	11
0	0.083333	1	14
0.043478	0.083333	1	14
0.086957	0.083333	1	14
0.130435	0.083333	0.01	15
0.173913	0.083333	0.01	15
0.217391	0.083333	0.01	15
0.26087	0.083333	0.01	15
0.304348	0.083333	0.01	15
0.347826	0.083333	0.01	10
0.391304	0.083333	0.01	10
0.434783	0.083333	0.01	10
0.478261	0.083333	0.01	10
0.521739	0.083333	0.01	10
0.565217	0.083333	0.01	10
0.608696	0.083333	0.01	10
0.652174	0.083333	0.01	10
0.695652	0.083333	0.01	10
0.73913	0.083333	0.01	10
0.782609	0.083333	0.01	10
0.826087	0.083333	0.01	11
0.869565	0.083333	0.01	11
0.913043	0.083333	0.01	11
0.956522	0.083333	0.01	11
1	0.083333	0.01	11
0	0.166667	0.01	14
0.043478	0.166667	1	14
0.086957	0.166667	1	14
0.130435	0.166667	1	14
0.173913	0.166667	0.01	15
0.217391	0.166667	0.01	15
0.26087	0.166667	0.01	15
0.304348	0.166667	0.01	14
0.347826	0.166667	0.01	8
0.391304	0.166667	0.01	8
0.434783	0.166667	0.01	8
0.478261	0.166667	1	8
0.521739	0.166667	1	8
0.565217	0.166667	1	8
0.608696	0.166667	1	8
0.652174	0.166667	1	8
0.695652	0.166667	0.01	8
0.73913	0.166667	0.01	8
0.782609	0.166667	0.01	8
0.826087	0.166667	0.01	11
0.869565	0.166667	0.01	11
0.913043	0.166667	0.01	11
0.956522	0.166667	0.01	11
1	0.166667	0.01	11
0	0.25	0.01	14
0.043478	0.25	0.01	14
0.086957	0.25	1	14
0.130435	0.25	1	14
0.173913	0.25	1	14
0.217391	0.25	0.01	14
0.26087	0.25	0.01	14
0.304348	0.25	0.01	14
0.347826	0.25	0.01	8
0.391304	0.25	1	8
0.434783	0.25	1	8
0.478261	0.25	1	8
0.521739	0.25	1	8
0.565217	0.25	1	8
0.608696	0.25	1	8
0.652174	0.25	1	8
0.695652	0.25	1	8
0.73913	0.25	1	8
0.782609	0.25	1	8
0.826087	0.25	0.01	8
0.869565	0.25	0.01	11
0.913043	0.25	0.01	11
0.956522	0.25	0.01	11
1	0.25	0.01	11
0	0.333333	0.01	14
0.043478	0.333333	0.01	14
0.086957	0.333333	0.01	14
0.130435	0.333333	1	14
0.173913	0.333333	1	14
0.217391	0.333333	1	14
0.26087	0.333333	1	14
0.304348	0.333333	0.01	14
0.347826	0.333333	1	8
0.391304	0.333333	1	8
0.434783	0.333333	1	8
0.478261	0.333333	1	8
0.521739	0.333333	0.01	8
0.565217	0.333333	0.01	8
0.608696	0.333333	0.01	9
0.652174	0.333333	1	9
0.695652	0.333333	1	9
0.73913	0.333333	1	9
0.782609	0.333333	1	9
0.826087	0.333333	0.01	9
0.869565	0.333333	0.01	11
0.913043	0.333333	0.01	11
0.956522	0.333333	0.01	11
1	0.333333	0.01	11
0	0.416667	0.01	14
0.043478	0.416667	0.01	14
0.086957	0.416667	0.01	14
0.130435	0.416667	0.01	13
0.173913	0.416667	1	13
0.217391	0.416667	1	13
0.26087	0.416667	1	13
0.304348	0.416667	1	13
0.347826	0.416667	1	13
0.391304	0.416667	1	13
0.434783	0.416667	0.01	13
0.478261	0.416667	0.01	13
0.521739	0.416667	0.01	13
0.565217	0.416667	0.01	13
0.608696	0.416667	0.01	9
0.652174	0.416667	0.01	9
0.695652	0.416667	0.01	9
0.73913	0.416667	1	9
0.782609	0.416667	1	9
0.826087	0.416667	0.01	9
0.869565	0.416667	0.01	11
0.913043	0.416667	0.01	11
0.956522	0.416667	0.01	11
1	0.416667	0.01	11
0	0.5	0.01	1
0.043478	0.5	0.01	1
0.086957	0.5	0.01	1
0.130435	0.5	0.01	1
0.173913	0.5	0.01	13
0.217391	0.5	0.01	13
0.26087	0.5	1	13
0.304348	0.5	1	13
0.347826	0.5	1	13
0.391304	0.5	1	13
0.434783	0.5	1	12
0.478261	0.5	1	12
0.521739	0.5	1	12
0.565217	0.5	1	12
0.608696	0.5	1	12
0.652174	0.5	1	12
0.695652	0.5	1	12
0.73913	0.5	1	12
0.782609	0.5	1	12
0.826087	0.5	0.01	12
0.869565	0.5	0.01	6
0.913043	0.5	0.01	6
0.956522	0.5	0.01	6
1	0.5	0.01	6
0	0.583333	0.01	1
0.043478	0.583333	0.01	1
0.086957	0.583333	0.01	1
0.130435	0.583333	0.01	1
0.173913	0.583333	0.01	1
0.217391	0.583333	0.01	1
0.26087	0.583333	0.01	1
0.304348	0.583333	0.01	12
0.347826	0.583333	1	12
0.391304	0.583333	1	12
0.434783	0.583333	1	12
0.478261	0.583333	1	12
0.521739	0.583333	1	12
0.565217	0.583333	1	12
0.608696	0.583333	1	12
0.652174	0.583333	1	12
0.695652	0.583333	1	12
0.73913	0.583333	1	12
0.782609	0.583333	0.01	12
0.826087	0.583333	0.01	6
0.869565	0.583333	0.01	6
0.913043	0.583333	0.01	6
0.956522	0.583333	0.01	6
1	0.583333	0.01	6
0	0.666667	0.01	1
0.043478	0.666667	0.01	1
0.086957	0.666667	0.01	1
0.130435	0.666667	0.01	1
0.173913	0.666667	0.01	1
0.217391	0.666667	0.01	1
0.26087	0.666667	0.01	1
0.304348	0.666667	0.01	1
0.347826	0.666667	0.01	12
0.391304	0.666667	1	12
0.434783	0.666667	1	12
0.478261	0.666667	1	12
0.521739	0.666667	0.01	12
0.565217	0.666667	0.01	12
0.608696	0.666667	0.01	4
0.652174	0.666667	0.01	4
0.695652	0.666667	0.01	4
0.73913	0.666667	0.01	4
0.782609	0.666667	0.01	4
0.826087	0.666667	0.01	5
0.869565	0.666667	0.01	5
0.913043	0.666667	0.01	5
0.956522	0.666667	0.01	6
1	0.666667	0.01	6
0	0.75	0.01	2
0.043478	0.75	0.01	2
0.086957	0.75	0.01	2
0.130435	0.75	0.01	2
0.173913	0.75	0.01	2
0.217391	0.75	0.01	2
0.26087	0.75	0.01	2
0.304348	0.75	0.01	2
0.347826	0.75	0.01	4
0.391304	0.75	0.01	4
0.434783	0.75	1	4
0.478261	0.75	1	4
0.521739	0.75	1	4
0.565217	0.75	1	4
0.608696	0.75	1	4
0.652174	0.75	1	4
0.695652	0.75	1	4
0.73913	0.75	1	4
0.782609	0.75	0.01	4
0.826087	0.75	0.01	5
0.869565	0.75	0.01	5
0.913043	0.75	0.01	5
0.956522	0.75	0.01	6
1	0.75	0.01	6
0	0.833333	0.01	2
0.043478	0.833333	0.01	2
0.086957	0.833333	0.01	2
0.130435	0.833333	0.01	2
0.173913	0.833333	0.01	2
0.217391	0.833333	0.01	2
0.26087	0.833333	0.01	2
0.304348	0.833333	0.01	2
0.347826	0.833333	0.01	4
0.391304	0.833333	0.01	4
0.434783	0.833333	0.01	4
0.478261	0.833333	0.01	4
0.521739	0.833333	1	4
0.565217	0.833333	1	4
0.608696	0.833333	1	4
0.652174	0.833333	1	4
0.695652	0.833333	1	4
0.73913	0.833333	1	4
0.782609	0.833333	1	5
0.826087	0.833333	1	5
0.869565	0.833333	1	5
0.913043	0.833333	1	5
0.956522	0.833333	0.01	5
1	0.833333	0.01	5
0	0.916667	0.01	3
0.043478	0.916667	0.01	3
0.086957	0.916667	0.01	3
0.130435	0.916667	0.01	3
0.173913	0.916667	0.01	3
0.217391	0.916667	0.01	3
0.26087	0.916667	0.01	3
0.304348	0.916667	0.01	3
0.347826	0.916667	0.01	7
0.391304	0.916667	0.01	7
0.434783	0.916667	0.01	7
0.478261	0.916667	0.01	7
0.521739	0.916667	0.01	7
0.565217	0.916667	0.01	7
0.608696	0.916667	0.01	7
0.652174	0.916667	0.01	5
0.695652	0.916667	0.01	5
